,Name,Grade,Moves,Holdsets,Id
38,WOLF,7C+,"[{'Id': 1864964, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1864965, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1864966, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1864967, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864968, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",320798
39,ZANZIBAR,7C+,"[{'Id': 1529003, 'Description': 'F6', 'IsStart': True, 'IsEnd': False}, {'Id': 1529004, 'Description': 'K6', 'IsStart': True, 'IsEnd': False}, {'Id': 1529005, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1529006, 'Description': 'A10', 'IsStart': False, 'IsEnd': False}, {'Id': 1529007, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1529008, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",43010
40,MOONING,6C,"[{'Id': 1621565, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1621566, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621567, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1621568, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1621569, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621570, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1621571, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1621572, 'Description': 'K12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",172010
41,MOONWARS MILLENNIUMFALCON,6C,"[{'Id': 1880402, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1880403, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1880404, 'Description': 'G6', 'IsStart': False, 'IsEnd': False}, {'Id': 1880405, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1880406, 'Description': 'B7', 'IsStart': False, 'IsEnd': False}, {'Id': 1880407, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1880408, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1880409, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1880410, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1880411, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",337544
42,OVN,6C,"[{'Id': 1639789, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1639790, 'Description': 'J9', 'IsStart': False, 'IsEnd': False}, {'Id': 1639791, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1639792, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1639793, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1639794, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1639795, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",307834
43,PE3/1,6C,"[{'Id': 1698100, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1698101, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1698102, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1698103, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1698104, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698105, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1698106, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1698107, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",66038
44,PROBLEM 19,6C,"[{'Id': 1518125, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1518126, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1518127, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1518128, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1518129, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1518130, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1518131, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",19233
45,PURGATORY,6C,"[{'Id': 1718042, 'Description': 'B10', 'IsStart': False, 'IsEnd': False}, {'Id': 1718043, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1718044, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1718045, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1718046, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718047, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1718048, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 1718049, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1718050, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",102018
46,RUSTY MORNING,6C,"[{'Id': 1524022, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1524023, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1524024, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1524025, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1524026, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1524027, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1524028, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1524029, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1524030, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",29901
47,SALTEDBLOCKS 2,6C,"[{'Id': 1697933, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697934, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1697935, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1697936, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1697937, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",20473
48,SISÃš,6C,"[{'Id': 1570667, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1570668, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1570669, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1570670, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1570671, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1570672, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1570673, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",169636
49,SLAB TRAINING,6C,"[{'Id': 1710585, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1710586, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1710587, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1710588, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1710589, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1710590, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1710591, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1710592, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",124553
50,SLIGHTLY SKEWED,6C,"[{'Id': 1697927, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697928, 'Description': 'G13', 'IsStart': False, 'IsEnd': False}, {'Id': 1697929, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1697930, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1697931, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1697932, 'Description': 'K11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",25043
51,SOURKRAWT,6C,"[{'Id': 1698116, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1698117, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1698118, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1698119, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",41542
52,SUNNY SIDE,6C,"[{'Id': 1842151, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}, {'Id': 1842152, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1842153, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1842154, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1842155, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1842156, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1842157, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1842158, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",190906
53,SURESHOT,6C,"[{'Id': 1550719, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1550720, 'Description': 'J5', 'IsStart': False, 'IsEnd': False}, {'Id': 1550721, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1550722, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1550723, 'Description': 'J13', 'IsStart': False, 'IsEnd': False}, {'Id': 1550724, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1550725, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",110330
54,SWITCHEROO,6C,"[{'Id': 1554451, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1554452, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1554453, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1554454, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1554455, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1554456, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1554457, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",121194
55,TESS WIDE,6C,"[{'Id': 1520372, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1520373, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1520374, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1520375, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1520376, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1520377, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1520378, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",21921
56,THE OLD MAN AND THE BOARD,6C,"[{'Id': 1602547, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1602548, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1602549, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1602550, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1602551, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1602552, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",256493
57,THE SENDTRAIN,6C,"[{'Id': 1718034, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1718035, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1718036, 'Description': 'G6', 'IsStart': False, 'IsEnd': False}, {'Id': 1718037, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1718038, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1718039, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1718040, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1718041, 'Description': 'J7', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",30524
58,UNDER THE WALNUT TREE,6C,"[{'Id': 1523218, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1523219, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1523220, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1523221, 'Description': 'E11', 'IsStart': False, 'IsEnd': False}, {'Id': 1523222, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1523223, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1523224, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1523225, 'Description': 'K9', 'IsStart': False, 'IsEnd': False}, {'Id': 1523226, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",27394
59,VORTEX ORIGINAL,6C,"[{'Id': 1560951, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1560952, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1560953, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}, {'Id': 1560954, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1560955, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1560956, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1560957, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",142730
60,WAITING FOR HARDTIMES,6C,"[{'Id': 1541717, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1541718, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1541719, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1541720, 'Description': 'B10', 'IsStart': False, 'IsEnd': False}, {'Id': 1541721, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1541722, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1541723, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1541724, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",79777
61,WINKYLANDIA,6C,"[{'Id': 1743813, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1743814, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1743815, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1743816, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1743817, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1743818, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1743819, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",320533
62,WRECKONIZE,6C,"[{'Id': 1864910, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1864911, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1864912, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1864913, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864914, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1864915, 'Description': 'K14', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",80802
63,YOU'RE AMAZING,6C,"[{'Id': 1607103, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1607104, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1607105, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1607106, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1607107, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1607108, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1607109, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",268943
64,YOURS,6C,"[{'Id': 1844723, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1844724, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1844725, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1844726, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1844727, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1844728, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1844729, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1844730, 'Description': 'J13', 'IsStart': False, 'IsEnd': False}, {'Id': 1844731, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",201921
65,è¶…çµ¶æŠ€å·§,6C,"[{'Id': 1718051, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1718052, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1718053, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718054, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1718055, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",184714
66,ACG12,6B+,"[{'Id': 1864903, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1864904, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1864905, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864906, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1864907, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1864908, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1864909, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",20860
67,AL A GAIT OR?,6B+,"[{'Id': 1518281, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1518282, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1518283, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1518284, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1518285, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1518286, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1518287, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1518288, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",19310
